index,x_mm,y_mm,z_mm
2968,57.68767,-20.25224,67.73400
2969,48.81266,-18.03348,67.73400
2970,44.92985,-14.70536,67.73400
2971,59.35173,-35.22881,68.04601
2972,58.51970,-32.17803,68.04601
2973,40.76969,-27.74052,68.04601
2974,40.21500,-22.74833,68.04601
2975,56.85564,-19.97489,68.04601
2976,49.92204,-18.03348,68.04601
2977,48.81266,-38.00225,68.35800
2978,44.37516,-34.11943,68.35800
2979,47.98063,-31.62334,68.35800
2980,44.09782,-27.74052,68.35800
2981,43.26579,-23.02567,68.35800
2982,63.78924,-20.80692,68.35800
2983,46.59391,-18.03348,68.35800
2984,44.92985,-14.70536,68.35800
2985,52.97282,-34.39678,68.67001
2986,47.42595,-31.62334,68.67001
2987,64.06658,-28.29521,68.67001
2988,61.84783,-23.30302,68.67001
2989,58.79705,-20.80692,68.67001
2990,59.35173,-18.58817,68.67001
2991,49.36735,-15.26004,68.67001
2992,59.35173,-35.22881,68.98200
2993,57.68767,-32.45537,68.98200
2994,60.18377,-28.29521,68.98200
2995,43.54313,-23.85771,68.98200
2996,43.54313,-21.08427,68.98200
2997,41.04703,-18.58817,68.98200
2998,51.03142,-15.81473,68.98200
2999,57.96502,-36.06084,69.29400
3000,56.02361,-33.01006,69.29400
3001,59.62908,-29.40459,69.29400
3002,46.31657,-24.96708,69.29400
3003,40.21500,-21.63896,69.29400
3004,61.57049,-19.69755,69.29400
3005,41.87906,-16.64676,69.29400
3006,53.80486,-38.00225,69.60600
3007,60.46111,-34.11943,69.60600
3008,58.24236,-31.34599,69.60600
3009,40.76969,-26.63115,69.60600
3010,46.59391,-24.68974,69.60600
3011,44.92985,-21.36161,69.60600
3012,54.91423,-19.14286,69.60600
3013,52.69548,-16.36942,69.60600
3014,46.87126,-36.61553,69.91800
3015,61.01580,-33.56475,69.91800
3016,63.51189,-29.95927,69.91800
3017,64.34393,-26.90849,69.91800
3018,65.17596,-23.85771,69.91800
3019,56.57830,-20.25224,69.91800
3020,48.25798,-18.03348,69.91800
3021,48.53532,-37.72491,70.23000
3022,44.09782,-33.84209,70.23000
3023,58.24236,-31.90068,70.23000
3024,46.59391,-28.29521,70.07401
3025,60.73846,-25.52177,70.23000
3026,40.76969,-21.63896,70.23000
3027,45.76188,-18.86552,70.23000
3028,42.98844,-16.09208,70.23000
3029,46.87126,-36.61553,70.54200
3030,55.46892,-33.56475,70.54200
3031,47.14860,-30.23662,70.54200
3032,40.76969,-26.63115,70.54200
3033,40.76969,-22.74833,70.54200
3034,45.76188,-19.42020,70.54200
3035,55.46892,-17.47880,70.54200
3036,54.35954,-38.00225,70.85400
3037,43.82047,-33.56475,70.85400
3038,42.43375,-30.51396,70.85400
3039,46.31657,-27.18583,70.85400
3040,44.09782,-22.74833,70.85400
3041,54.35954,-19.42020,70.69801
3042,56.02361,-17.47880,70.85400
3043,47.98063,-37.17022,71.16600
3044,52.14079,-33.56475,71.16600
3045,47.42595,-29.95927,71.16600
3046,44.09782,-26.63115,71.16600
3047,60.18377,-22.19364,71.16600
3048,60.46111,-19.69755,71.16600
3049,54.35954,-16.92411,71.16600
3050,47.14860,-36.89288,71.47800
3051,61.29314,-33.28740,71.47800
3052,59.35173,-29.68193,71.47800
3053,43.82047,-26.07646,71.32201
3054,64.62127,-21.63896,71.47800
3055,46.31657,-18.86552,71.47800
3056,43.26579,-15.81473,71.47800
3057,47.14860,-36.33819,71.79000
3058,57.13298,-33.01006,71.79000
3059,59.62908,-29.40459,71.79000
3060,44.09782,-24.96708,71.79000
3061,45.76188,-20.52958,71.79000
3062,59.07439,-18.86552,71.79000
3063,44.92985,-15.26004,71.79000
3064,59.35173,-35.22881,72.10201
3065,57.68767,-32.45537,72.10201
3066,45.20719,-28.29521,72.10201
3067,60.73846,-23.85771,72.10201
3068,44.37516,-20.25224,72.10201
3069,48.81266,-18.58817,72.10201
3070,51.03142,-38.27959,72.25800
3071,52.14079,-34.39678,72.25800
3072,48.81266,-31.90068,72.41400
3073,64.06658,-28.29521,72.41400
3074,60.46111,-23.02567,72.41400
3075,55.74627,-19.97489,72.41400
3076,42.43375,-17.20145,72.41400
3077,53.52751,-38.27959,72.72601
3078,53.25017,-34.11943,72.72601
3079,62.67986,-31.34599,72.72601
3080,64.06658,-27.18583,72.72601
3081,44.65250,-21.63896,72.72601
3082,41.32438,-18.86552,72.72601
3083,51.58611,-16.36942,72.72601
3084,46.87126,-36.06084,73.03800
3085,61.84783,-32.73272,73.03800
3086,41.60172,-28.29521,72.88200
3087,44.09782,-23.85771,73.03800
3088,41.04703,-20.25224,73.03800
3089,56.02361,-18.03348,73.03800
3090,48.81266,-38.00225,73.35001
3091,61.29314,-33.84209,73.35001
3092,46.87126,-29.95927,73.35001
3093,64.62127,-26.07646,73.35001
3094,57.13298,-21.36161,73.35001
3095,48.53532,-18.86552,73.35001
3096,45.20719,-15.53739,73.35001
3097,59.35173,-35.78350,73.66200
3098,49.36735,-32.45537,73.66200
3099,44.92985,-28.29521,73.50600
3100,64.62127,-23.85771,73.66200
3101,55.19157,-19.97489,73.66200
3102,54.35954,-17.47880,73.66200
3103,55.46892,-38.00225,73.97400
3104,51.03142,-33.56475,73.97400
3105,59.62908,-29.95927,73.97400
3106,60.73846,-25.52177,73.97400
3107,41.04703,-20.80692,73.97400
3108,47.70329,-19.14286,73.97400
3109,44.92985,-15.81473,73.97400
3110,59.62908,-35.50616,74.28600
3111,48.81266,-32.45537,74.28600
3112,44.92985,-28.57256,74.28600
3113,44.65250,-22.74833,74.28600
3114,61.01580,-20.25224,74.28600
3115,53.52751,-17.20145,74.28600
3116,49.36735,-38.00225,74.59800
3117,44.09782,-33.28740,74.59800
3118,47.14860,-30.23662,74.59800
3119,60.73846,-25.52177,74.59800
3120,57.68767,-21.36161,74.59800
3121,48.81266,-18.86552,74.44200
3122,48.81266,-15.81473,74.59800
3123,45.20719,-34.39678,74.91000
3124,58.24236,-31.90068,74.91000
3125,60.18377,-27.74052,74.91000
3126,41.04703,-22.19364,74.75401
3127,62.12518,-20.25224,74.91000
3128,43.26579,-16.92411,74.91000
3129,57.13298,-37.44756,75.22200
3130,56.30095,-33.28740,75.22200
3131,63.51189,-29.95927,75.22200
3132,64.62127,-25.52177,75.22200
3133,57.68767,-21.36161,75.22200
3134,60.46111,-19.69755,75.22200
3135,47.70329,-15.81473,75.22200
3136,52.97282,-34.39678,75.53400
3137,43.54313,-31.62334,75.53400
3138,44.92985,-28.01787,75.53400
3139,41.32438,-22.74833,75.53400
3140,62.12518,-20.25224,75.53400
3141,51.30876,-16.64676,75.53400
3142,57.68767,-36.89288,75.84600
3143,49.64470,-32.73272,75.84600
3144,42.43375,-28.84990,75.84600
3145,64.62127,-24.96708,75.84600
3146,62.12518,-20.80692,75.84600
3147,42.43375,-17.75614,75.84600
3148,49.36735,-38.00225,76.15800
3149,61.29314,-33.84209,76.15800
3150,62.95721,-30.51396,76.15800
3151,64.34393,-26.35380,76.15800
3152,56.85564,-21.08427,76.15800
3153,41.87906,-18.86552,76.15800
3154,51.03142,-38.55694,76.47000
3155,60.73846,-34.39678,76.47000
3156,62.95721,-31.62334,76.47000
3157,60.18377,-27.18583,76.47000
3158,59.07439,-22.19364,76.47000
3159,48.25798,-19.69755,76.47000
3160,49.36735,-16.36942,76.47000
3161,46.59391,-35.78350,76.78201
3162,49.64470,-32.17803,76.78201
3163,45.76188,-28.29521,76.78201
3164,45.20719,-23.30302,76.78201
3165,63.23455,-20.80692,76.78201
3166,52.97282,-17.20145,76.78201
3167,56.57830,-38.00225,77.09400
3168,51.03142,-33.56475,77.09400
3169,46.87126,-29.95927,77.09400
3170,45.20719,-25.52177,77.09400
3171,56.30095,-21.08427,77.09400
3172,41.87906,-18.86552,77.09400
3173,51.03142,-38.83428,77.25000
3174,46.03922,-34.67412,77.40601
3175,58.51970,-31.62334,77.40601
3176,41.87906,-27.18583,77.40601
3177,59.35173,-22.47099,77.40601
3178,60.73846,-19.97489,77.40601
3179,44.37516,-16.36942,77.40601
3180,59.62908,-36.06084,77.71800
3181,57.41033,-32.73272,77.71800
3182,63.51189,-28.84990,77.71800
3183,60.18377,-23.85771,77.71800
3184,63.23455,-20.80692,77.71800
3185,42.71110,-18.03348,77.71800
3186,54.91423,-38.55694,78.03001
3187,54.91423,-34.11943,78.03001
3188,48.25798,-30.79131,78.03001
3189,64.34393,-26.35380,78.03001
3190,45.48454,-21.91630,78.03001
3191,52.14079,-20.25224,78.03001
3192,47.98063,-16.09208,78.03001
3193,46.87126,-35.50616,78.34200
3194,57.96502,-32.17803,78.34200
3195,59.62908,-28.29521,78.34200
3196,41.32438,-22.74833,78.34200
3197,48.25798,-20.25224,78.34200
3198,52.14079,-16.92411,78.34200
3199,59.35173,-36.33819,78.65400
3200,57.68767,-32.45537,78.65400
3201,63.78924,-28.57256,78.65400
3202,58.79705,-23.02567,78.65400
3203,49.36735,-20.25224,78.65400
3204,45.48454,-16.36942,78.65400
3205,59.35173,-36.33819,78.96600
3206,49.92204,-32.45537,78.96600
3207,59.62908,-28.29521,78.96600
3208,45.48454,-22.74833,78.81001
3209,62.12518,-20.80692,78.96600
3210,53.80486,-17.47880,78.96600
3211,48.25798,-36.89288,79.27800
3212,62.12518,-33.01006,79.27800
3213,63.51189,-28.84990,79.27800
3214,59.35173,-23.58036,79.27800
3215,54.35954,-20.80692,79.27800
3216,53.25017,-17.47880,79.27800
3217,59.07439,-36.61553,79.59000
3218,44.09782,-32.17803,79.59000
3219,42.43375,-28.29521,79.59000
3220,64.62127,-23.85771,79.59000
3221,54.35954,-20.80692,79.59000
3222,52.69548,-17.47880,79.59000
3223,59.07439,-36.61553,79.90200
3224,44.37516,-32.45537,79.90200
3225,46.59391,-29.12724,79.90200
3226,59.62908,-23.85771,79.90200
3227,41.87906,-20.52958,79.90200
3228,53.80486,-18.03348,79.90200
3229,49.09001,-37.72491,80.21400
3230,51.03142,-33.56475,80.21400
3231,63.23455,-30.23662,80.21400
3232,41.87906,-24.41240,80.21400
3233,62.40252,-21.08427,80.21400
3234,53.52751,-17.75614,80.21400
3235,57.96502,-37.72491,80.52600
3236,56.57830,-33.56475,80.52600
3237,46.87126,-29.40459,80.52600
3238,46.31657,-24.41240,80.52600
3239,47.14860,-20.80692,80.52600
3240,52.14079,-17.47880,80.52600
3241,58.79705,-37.44756,80.83801
3242,44.92985,-33.01006,80.83801
3243,42.71110,-29.12724,80.83801
3244,64.06658,-23.85771,80.83801
3245,49.09001,-20.52958,80.83801
3246,52.14079,-17.47880,80.83801
3247,47.98063,-36.61553,81.15000
3248,62.12518,-33.01006,81.15000
3249,42.43375,-28.29521,81.15000
3250,46.31657,-23.30302,81.15000
3251,51.58611,-20.80692,81.15000
3252,44.92985,-16.92411,81.15000
3253,47.98063,-36.61553,81.46201
3254,62.12518,-33.01006,81.46201
3255,42.43375,-28.29521,81.46201
3256,59.35173,-23.58036,81.46201
3257,49.92204,-20.80692,81.46201
3258,45.48454,-16.92411,81.46201
3259,60.18377,-36.06084,81.77400
3260,49.64470,-32.17803,81.77400
3261,64.06658,-28.29521,81.77400
3262,46.31657,-22.74833,81.77400
3263,60.73846,-20.52958,81.77400
3264,49.92204,-16.92411,81.77400
3265,60.73846,-35.50616,82.08601
3266,58.24236,-31.90068,82.08601
3267,46.59391,-27.46318,82.08601
3268,57.41033,-22.19364,82.08601
3269,59.07439,-19.97489,82.08601
3270,47.14860,-16.36942,82.08601
3271,46.59391,-35.22881,82.39800
3272,44.09782,-31.62334,82.39800
3273,42.43375,-27.18583,82.39800
3274,41.87906,-22.19364,82.39800
3275,61.01580,-20.80692,82.39800
3276,49.92204,-16.92411,82.39800
3277,60.46111,-35.78350,82.71000
3278,44.37516,-31.90068,82.71000
3279,42.43375,-27.74052,82.71000
3280,46.03922,-23.02567,82.71000
3281,51.58611,-20.80692,82.71000
3282,47.42595,-16.64676,82.71000
3283,60.18377,-36.06084,83.02200
3284,57.68767,-32.45537,83.02200
3285,46.87126,-28.29521,83.02200
3286,41.87906,-23.30302,83.02200
3287,48.81266,-20.80692,83.02200
3288,45.20719,-17.20145,83.02200
3289,59.35173,-36.89288,83.33400
3290,50.19938,-32.17803,83.33400
3291,46.87126,-28.29521,83.33400
3292,58.51970,-23.30302,83.33400
3293,49.92204,-20.80692,83.33400
3294,47.14860,-16.92411,83.33400
3295,60.46111,-35.78350,83.64600
3296,58.51970,-32.17803,83.64600
3297,42.71110,-28.01787,83.64600
3298,57.96502,-22.74833,83.64600
3299,51.30876,-20.52958,83.64600
3300,48.81266,-16.92411,83.64600
3301,46.31657,-34.95147,83.95800
3302,49.92204,-31.62334,83.80200
3303,46.31657,-27.18583,83.95800
3304,47.14860,-22.47099,83.95800
3305,59.90643,-20.25224,83.95800
3306,54.35954,-39.66631,84.27000
3307,45.76188,-33.84209,84.27000
3308,44.09782,-31.06865,84.27000
3309,64.06658,-26.63115,84.27000
3310,56.57830,-22.47099,84.27000
3311,58.24236,-19.69755,84.27000
3312,56.30095,-39.38897,84.58200
3313,53.25017,-34.11943,84.58200
3314,59.07439,-31.06865,84.58200
3315,46.31657,-26.07646,84.58200
3316,63.23455,-22.47099,84.58200
3317,55.46892,-19.14286,84.58200
3318,57.13298,-39.11163,84.89400
3319,56.02361,-34.11943,84.89400
3320,59.35173,-30.51396,84.73801
3321,59.62908,-25.52177,84.89400
3322,42.15641,-21.91630,84.89400
3323,43.26579,-19.14286,84.89400
3324,56.57830,-39.11163,85.20600
3325,55.46892,-34.11943,85.20600
3326,62.95721,-30.51396,85.20600
3327,46.31657,-24.96708,85.20600
3328,52.69548,-21.91630,85.20600
3329,54.35954,-18.58817,85.20600
3330,58.51970,-38.27959,85.51801
3331,51.86345,-33.28740,85.51801
3332,63.51189,-29.95927,85.51801
3333,64.06658,-24.96708,85.51801
3334,61.84783,-21.63896,85.51801
3335,45.48454,-17.47880,85.51801
3336,47.98063,-36.61553,85.83000
3337,57.68767,-33.01006,85.83000
3338,47.42595,-28.84990,85.83000
3339,57.96502,-23.85771,85.83000
3340,61.84783,-21.63896,85.83000
3341,45.48454,-17.47880,85.83000
3342,47.98063,-36.61553,86.14201
3343,57.68767,-33.01006,86.14201
3344,47.42595,-28.84990,86.14201
3345,64.06658,-23.85771,86.14201
3346,49.92204,-21.36161,86.14201
3347,48.53532,-17.20145,86.14201
3348,47.42595,-36.06084,86.45400
3349,44.92985,-32.45537,86.45400
3350,47.14860,-28.57256,86.45400
3351,57.41033,-23.30302,86.45400
3352,60.73846,-21.08427,86.45400
3353,50.47673,-17.47880,86.45400
3354,46.87126,-34.95147,86.76601
3355,58.79705,-32.45537,86.76601
3356,60.18377,-27.74052,86.76601
3357,46.31657,-22.74833,86.76601
3358,42.98844,-19.97489,86.76601
3359,54.35954,-39.94366,86.92200
3360,54.08220,-34.95147,87.07800
3361,44.65250,-31.62334,87.07800
3362,46.87126,-27.74052,87.07800
3363,63.78924,-23.58036,87.07800
3364,42.71110,-20.80692,87.07800
3365,50.47673,-17.47880,87.07800
3366,61.01580,-35.78350,87.39000
3367,62.67986,-32.45537,87.39000
3368,42.98844,-27.74052,87.39000
3369,63.51189,-23.30302,87.39000
3370,42.71110,-20.80692,87.39000
3371,52.97282,-39.94366,87.70200
3372,46.31657,-34.39678,87.70200
3373,59.35173,-31.90068,87.70200
3374,60.18377,-27.18583,87.70200
3375,47.98063,-22.74833,87.70200
3376,58.79705,-20.25224,87.70200
3377,52.14079,-39.66631,88.01400
3378,61.57049,-34.67412,88.01400
3379,44.09782,-31.06865,88.01400
3380,42.43375,-26.63115,88.01400
3381,46.59391,-22.47099,88.01400
3382,55.74627,-19.42020,88.01400
3383,56.02361,-39.66631,88.32600
3384,46.03922,-34.11943,88.32600
3385,44.09782,-30.51396,88.32600
3386,42.43375,-26.07646,88.32600
3387,53.80486,-22.47099,88.32600
3388,55.46892,-19.14286,88.32600
3389,58.79705,-38.55694,88.63800
3390,57.41033,-33.28740,88.63800
3391,47.42595,-29.40459,88.63800
3392,42.43375,-24.41240,88.63800
3393,50.47673,-21.91630,88.63800
3394,46.03922,-17.47880,88.63800
3395,47.70329,-36.33819,88.95000
3396,62.40252,-32.73272,88.95000
3397,60.46111,-28.57256,88.95000
3398,57.96502,-23.85771,88.95000
3399,58.51970,-20.52958,88.95000
3400,53.80486,-40.22100,89.26200
3401,53.25017,-34.67412,89.26200
3402,44.09782,-31.06865,89.26200
3403,42.71110,-26.90849,89.26200
3404,56.57830,-23.02567,89.26200
3405,55.46892,-19.69755,89.26200
3406,57.96502,-39.38897,89.57401
3407,56.57830,-34.11943,89.57401
3408,48.25798,-30.23662,89.57401
3409,64.06658,-25.52177,89.57401
3410,62.40252,-22.19364,89.57401
3411,44.92985,-18.03348,89.57401
3412,48.53532,-37.17022,89.88600
3413,50.47673,-33.01006,89.88600
3414,47.70329,-28.84990,89.73000
3415,42.43375,-23.85771,89.88600
3416,61.01580,-21.63896,89.73000
3417,51.03142,-18.03348,89.88600
3418,46.87126,-35.50616,90.19801
3419,58.79705,-32.45537,90.19801
3420,60.73846,-27.74052,90.19801
3421,57.68767,-23.58036,90.19801
3422,43.26579,-19.97489,90.04200
3423,55.46892,-40.22100,90.51000
3424,54.35954,-34.67412,90.51000
3425,44.65250,-31.06865,90.51000
3426,47.14860,-26.90849,90.51000
3427,54.91423,-23.02567,90.51000
3428,55.46892,-19.69755,90.51000
3429,58.24236,-39.11163,90.82201
3430,62.40252,-33.84209,90.82201
3431,63.51189,-29.95927,90.82201
3432,46.87126,-24.96708,90.82201
3433,42.43375,-21.63896,90.82201
3434,47.14860,-18.03348,90.82201
3435,47.98063,-36.61553,91.13400
3436,58.51970,-32.73272,91.13400
3437,60.46111,-28.57256,91.13400
3438,63.78924,-24.68974,91.13400
3439,59.35173,-21.08427,90.97800
3440,54.35954,-40.77569,91.44600
3441,46.87126,-34.95147,91.44600
3442,49.64470,-31.62334,91.44600
3443,60.18377,-27.18583,91.44600
3444,42.43375,-22.74833,91.44600
3445,56.57830,-20.25224,91.44600
3446,56.02361,-40.22100,91.75800
3447,55.74627,-34.39678,91.75800
3448,44.37516,-30.79131,91.75800
3449,59.90643,-26.63115,91.60201
3450,54.35954,-23.02567,91.75800
3451,54.91423,-19.69755,91.75800
3452,50.47673,-39.11163,92.07000
3453,57.13298,-33.84209,91.91400
3454,48.53532,-29.95927,92.07000
3455,59.35173,-25.79912,92.07000
3456,49.09001,-22.19364,92.07000
3457,50.19938,-18.31083,92.07000
3458,60.18377,-37.72491,92.38200
3459,51.03142,-33.01006,92.38200
3460,43.54313,-28.29521,92.38200
3461,47.70329,-24.13505,92.38200
3462,59.35173,-21.36161,92.38200
3463,53.80486,-40.77569,92.69400
3464,61.84783,-34.95147,92.69400
3465,59.35173,-31.90068,92.69400
3466,64.06658,-27.18583,92.69400
3467,52.69548,-23.02567,92.69400
3468,44.37516,-19.14286,92.69400
3469,50.19938,-38.83428,93.00600
3470,45.76188,-33.28740,93.00600
3471,60.18377,-29.95927,93.00600
3472,46.87126,-24.96708,93.00600
3473,61.29314,-22.19364,93.00600
3474,51.03142,-18.58817,93.00600
3475,60.73846,-36.61553,93.31800
3476,62.95721,-32.73272,93.31800
3477,43.26579,-28.01787,93.31800
3478,48.81266,-23.58036,93.31800
3479,43.54313,-19.97489,93.31800
3480,51.86345,-39.94366,93.63000
3481,56.30095,-34.39678,93.63000
3482,44.37516,-30.79131,93.63000
3483,64.06658,-26.63115,93.63000
3484,55.46892,-23.02567,93.63000
3485,53.25017,-19.14286,93.63000
3486,49.36735,-38.00225,93.94200
3487,58.51970,-33.28740,93.94200
3488,43.54313,-28.84990,93.94200
3489,57.96502,-24.41240,93.94200
3490,61.01580,-21.91630,93.94200
3491,54.91423,-40.77569,94.25401
3492,54.08220,-34.39678,94.25401
3493,49.09001,-31.06865,94.25401
3494,63.78924,-26.63115,94.09800
3495,52.41814,-22.74833,94.25401
3496,54.91423,-19.69755,94.25401
3497,49.92204,-38.55694,94.56600
3498,46.03922,-33.56475,94.56600
3499,43.54313,-29.40459,94.56600
3500,47.14860,-24.41240,94.41000
3501,42.98844,-21.63896,94.56600
3502,54.35954,-41.33038,94.87801
3503,47.42595,-35.50616,94.87801
3504,62.95721,-32.73272,94.87801
3505,43.26579,-28.01787,94.87801
3506,57.68767,-24.13505,94.87801
3507,44.09782,-19.97489,94.87801
3508,57.68767,-40.22100,95.19000
3509,62.40252,-34.39678,95.19000
3510,48.81266,-30.79131,95.19000
3511,42.71110,-25.79912,95.19000
3512,42.98844,-22.19364,95.19000
3513,46.03922,-18.58817,95.19000
3514,60.46111,-37.44756,95.50201
3515,58.51970,-32.73272,95.50201
3516,60.73846,-28.29521,95.50201
3517,56.02361,-24.13505,95.50201
3518,59.35173,-21.36161,95.50201
3519,52.41814,-40.49835,95.81400
3520,53.80486,-34.67412,95.81400
3521,44.65250,-31.06865,95.81400
3522,60.18377,-26.63115,95.81400
3523,54.08220,-23.30302,95.81400
3524,52.97282,-19.42020,95.81400
3525,59.35173,-39.11163,96.12600
3526,46.03922,-33.56475,96.12600
3527,63.51189,-29.95927,96.12600
3528,63.51189,-24.96708,96.12600
3529,61.57049,-22.47099,96.12600
3530,52.97282,-41.05304,96.43800
3531,61.84783,-35.50616,96.43800
3532,49.64470,-31.62334,96.43800
3533,60.73846,-27.18583,96.43800
3534,42.43375,-23.30302,96.43800
3535,56.02361,-20.25224,96.43800
3536,58.79705,-39.66631,96.75000
3537,52.41814,-33.84209,96.75000
3538,62.95721,-30.51396,96.75000
3539,63.51189,-25.52177,96.75000
3540,51.58611,-22.47099,96.75000
3541,52.14079,-19.14286,96.75000
3542,42.15641,-36.06084,-35.38200
3543,46.59391,-34.95147,-35.38200
3544,44.92985,-33.84209,-35.38200
3545,45.76188,-32.73272,-35.22600
3546,43.82047,-38.27959,-35.07000
3547,47.14860,-37.44756,-34.91400
3548,38.82828,-34.95147,-35.07000
3549,42.15641,-31.90068,-34.91400
3550,47.70329,-39.11163,-34.60200
3551,36.60953,-36.61553,-34.75800
3552,43.26579,-32.17803,-34.75800
3553,38.82828,-30.23662,-34.60200
3554,37.16422,-37.17022,-34.44600
3555,45.48454,-32.17803,-34.44600
3556,42.71110,-40.77569,-33.97800
3557,45.48454,-39.38897,-34.13400
3558,50.47673,-36.06084,-34.13400
3559,35.50015,-32.17803,-34.13400
3560,41.04703,-30.23662,-33.97800
3561,38.27359,-40.77569,-33.66600
3562,36.05484,-37.72491,-33.82200
3563,36.05484,-34.11943,-33.66600
3564,34.94547,-31.34599,-33.66600
3565,43.82047,-42.71710,-33.51000
3566,37.16422,-40.49835,-33.51000
3567,33.83609,-37.44756,-33.35400
3568,34.94547,-34.11943,-33.35400
3569,37.44156,-31.06865,-33.35400
3570,39.38297,-42.71710,-33.19800
3571,47.70329,-40.49835,-33.19800
3572,51.86345,-36.06084,-33.04200
3573,34.66812,-32.73272,-33.04200
3574,43.82047,-30.23662,-33.04200
3575,46.03922,-41.88507,-32.73000
3576,33.00406,-37.72491,-32.73000
3577,35.50015,-34.11943,-32.73000
3578,33.83609,-31.06865,-32.88600
3579,37.71890,-28.57256,-32.73000
3580,36.60953,-41.05304,-32.57400
3581,33.28140,-37.72491,-32.57400
3582,34.39078,-34.67412,-32.41800
3583,45.48454,-29.95927,-32.57400
3584,41.60172,-43.82647,-32.26200
3585,35.50015,-40.77569,-32.10600
3586,32.44937,-37.17022,-32.10600
3587,35.50015,-34.11943,-32.10600
3588,43.82047,-29.40459,-32.26200
3589,44.92985,-44.38116,-31.95000
3590,49.36735,-42.43975,-31.79400
3591,51.30876,-39.11163,-31.95000
3592,31.61734,-35.50616,-31.95000
3593,51.03142,-32.73272,-31.95000
3594,42.15641,-29.12724,-31.79400
3595,38.82828,-44.10382,-31.48200
3596,33.83609,-39.94366,-31.63800
3597,51.30876,-36.61553,-31.48200
3598,51.30876,-32.73272,-31.48200
3599,37.71890,-28.29521,-31.63800
3600,44.92985,-44.65851,-31.17000
3601,33.83609,-41.05304,-31.32600
3602,50.47673,-38.55694,-31.17000
3603,52.14079,-35.22881,-31.17000
3604,30.23062,-32.73272,-31.17000
3605,48.25798,-30.51396,-31.32600
3606,42.71110,-46.04523,-31.01400
3607,46.59391,-44.38116,-31.01400
3608,52.69548,-41.33038,-30.85800
3609,50.19938,-37.72491,-30.85800
3610,33.83609,-34.39678,-31.01400
3611,40.21500,-32.73272,-30.85800
3612,45.76188,-28.84990,-30.85800
3613,41.60172,-46.04523,-30.70200
3614,34.94547,-43.54913,-30.54600
3615,52.97282,-39.38897,-30.54600
3616,46.03922,-36.33819,-30.54600
3617,40.49234,-34.11943,-30.54600
3618,36.88687,-31.62334,-30.54600
3619,36.88687,-28.84990,-30.54600
3620,43.26579,-46.59991,-30.39000
3621,48.81266,-43.82647,-30.39000
3622,52.14079,-39.94366,-30.39000
3623,45.76188,-36.61553,-30.23400
3624,42.15641,-33.84209,-30.39000
3625,29.39858,-31.90068,-30.23400
3626,36.33218,-28.29521,-30.23400
3627,45.48454,-46.59991,-30.07800
3628,34.39078,-43.54913,-29.92200
3629,30.23062,-38.83428,-29.92200
3630,51.30876,-36.06084,-29.92200
3631,29.95327,-33.56475,-29.92200
3632,41.04703,-32.45537,-29.92200
3633,46.03922,-28.29521,-30.07800
3634,39.38297,-26.90849,-29.92200
3635,49.92204,-45.21320,-29.61000
3636,51.86345,-39.94366,-29.61000
3637,51.30876,-36.61553,-29.61000
3638,30.50796,-33.84209,-29.76600
3639,35.50015,-33.01006,-29.61000
3640,29.39858,-30.23662,-29.61000
3641,44.92985,-27.46318,-29.61000
3642,46.03922,-46.87726,-29.29800
3643,51.58611,-42.99444,-29.29800
3644,50.75407,-38.83428,-29.29800
3645,47.14860,-35.22881,-29.29800
3646,44.09782,-33.28740,-29.29800
3647,48.53532,-31.06865,-29.29800
3648,39.93766,-27.18583,-29.45400
3649,46.59391,-46.87726,-28.98600
3650,52.69548,-43.27179,-29.14200
3651,51.86345,-38.83428,-28.98600
3652,50.47673,-35.78350,-28.98600
3653,29.39858,-33.28740,-29.14200
3654,28.84390,-32.17803,-29.14200
3655,30.50796,-29.68193,-28.98600
3656,36.60953,-26.90849,-28.98600
3657,46.03922,-47.43195,-28.67400
3658,52.69548,-43.54913,-28.67400
3659,48.81266,-38.55694,-28.67400
3660,31.61734,-34.11943,-28.67400
3661,35.22281,-32.73272,-28.67400
3662,28.56655,-31.06865,-28.67400
3663,36.05484,-26.63115,-28.83000
3664,43.82047,-48.54132,-28.36200
3665,50.47673,-45.76788,-28.36200
3666,30.50796,-39.66631,-28.36200
3667,50.47673,-35.78350,-28.36200
3668,42.98844,-33.28740,-28.36200
3669,37.44156,-31.62334,-28.36200
3670,34.94547,-27.46318,-28.36200
3671,45.48454,-48.54132,-28.05000
3672,34.39078,-44.38116,-28.20600
3673,53.25017,-38.83428,-28.20600
3674,45.48454,-35.78350,-28.05000
3675,47.98063,-33.28740,-28.05000
3676,47.98063,-31.62334,-28.05000
3677,34.66812,-27.18583,-28.05000
3678,37.71890,-25.79912,-28.05000
3679,48.25798,-47.70929,-27.89400
3680,32.72671,-43.27179,-27.89400
3681,46.31657,-37.72491,-27.73800
3682,29.67593,-35.50616,-27.73800
3683,48.53532,-33.28740,-27.73800
3684,29.67593,-31.62334,-27.73800
3685,35.22281,-28.84990,-27.73800
3686,35.22281,-25.52177,-27.73800
3687,63.78924,-16.09208,-27.89400
3688,46.31657,-48.81866,-27.42600
3689,51.30876,-46.04523,-27.42600
3690,54.63689,-40.49835,-27.42600
3691,46.87126,-36.61553,-27.42600
3692,29.95327,-33.56475,-27.42600
3693,29.12124,-32.17803,-27.42600
3694,28.01187,-30.51396,-27.42600
